Frequency(Hz),Amp(dB),原始数据
2240000000,-1.041933004,-1.05886414
2250000000,-1.044378543,-1.059085205
2260000000,-1.046822777,-1.062155615
2270000000,-1.049260205,-1.063505062
2280000000,-1.051712398,-1.064932934
2290000000,-1.054223467,-1.064317007
2300000000,-1.056735137,-1.068914529
2310000000,-1.059247803,-1.069032748
2320000000,-1.061739825,-1.061208912
2330000000,-1.064278111,-1.06861027
2340000000,-1.066809946,-1.06703407
2350000000,-1.069303722,-1.065007559
2360000000,-1.07183772,-1.069968143
2370000000,-1.074350519,-1.066436294
2380000000,-1.076844356,-1.070395285
2390000000,-1.079348635,-1.072358491
2400000000,-1.08183552,-1.073029288
2410000000,-1.084304855,-1.074951052
2420000000,-1.086749707,-1.081877159
2430000000,-1.089160242,-1.083950983
2440000000,-1.091587881,-1.086815897
2450000000,-1.093991711,-1.092913947
2460000000,-1.096378625,-1.102283875
2470000000,-1.098769014,-1.102133916
2480000000,-1.101137854,-1.105612307
2490000000,-1.103514313,-1.111847282
2500000000,-1.105882021,-1.108487079
2510000000,-1.108230052,-1.115809932
2520000000,-1.110584567,-1.120294078
2530000000,-1.112969304,-1.121718029
2540000000,-1.115335278,-1.124432423
2550000000,-1.117686466,-1.12638889
2560000000,-1.120092214,-1.124379063
2570000000,-1.122467946,-1.125454575
2580000000,-1.124860338,-1.124587061
2590000000,-1.127233247,-1.124668153
2600000000,-1.129634594,-1.124239486
2610000000,-1.132030592,-1.129672671
2620000000,-1.134429335,-1.128568556
2630000000,-1.136827532,-1.129767027
2640000000,-1.139202391,-1.13167791
2650000000,-1.14159212,-1.134221032
2660000000,-1.143979635,-1.131326219
2670000000,-1.146346238,-1.133683297
2680000000,-1.148701713,-1.136442093
2690000000,-1.151047692,-1.142892433
2700000000,-1.153348759,-1.146343416
2710000000,-1.155656162,-1.15302156
2720000000,-1.157949984,-1.154552809
2730000000,-1.160245038,-1.158983111
2740000000,-1.162554527,-1.163628408
2750000000,-1.164838042,-1.163904648
2760000000,-1.167163869,-1.170577776
2770000000,-1.169452307,-1.173663736
2780000000,-1.171741141,-1.178408939
2790000000,-1.174029395,-1.175665204
2800000000,-1.176331515,-1.183217847
2810000000,-1.178646126,-1.181562241
2820000000,-1.180937639,-1.184383762
2830000000,-1.183234451,-1.182977782
2840000000,-1.185516273,-1.185939678
2850000000,-1.187809211,-1.188484822
2860000000,-1.190111041,-1.185938549
2870000000,-1.192375814,-1.188412897
2880000000,-1.194665266,-1.188244211
2890000000,-1.19693099,-1.194248269
2900000000,-1.199178394,-1.193950851
2910000000,-1.201414587,-1.195597736
2920000000,-1.20369285,-1.201084703
2930000000,-1.205965,-1.199987532
2940000000,-1.208239131,-1.208892002
2950000000,-1.210476117,-1.207775019
2960000000,-1.212729893,-1.209789243
2970000000,-1.2149735,-1.215049163
2980000000,-1.217197559,-1.21842927
2990000000,-1.219458762,-1.219484057
3000000000,-1.221732136,-1.225088013
3010000000,-1.223971592,-1.226355631
3020000000,-1.226216611,-1.2276214
3030000000,-1.228429487,-1.236389575
3040000000,-1.230666806,-1.238629957
3050000000,-1.23290438,-1.237448386
3060000000,-1.235122213,-1.238440565
3070000000,-1.237382095,-1.239932196
3080000000,-1.239630414,-1.247528983
3090000000,-1.24183946,-1.250146627
3100000000,-1.244060695,-1.248640833
3110000000,-1.246260579,-1.253577307
3120000000,-1.248471514,-1.254523362
3130000000,-1.250715054,-1.253880195
3140000000,-1.252956346,-1.250899578
3150000000,-1.255175223,-1.256063286
3160000000,-1.257338766,-1.254643091
3170000000,-1.259544922,-1.268950767
3180000000,-1.261701798,-1.269288087
3190000000,-1.263878419,-1.263936825
3200000000,-1.266052819,-1.26941843
3210000000,-1.268216771,-1.280811942
3220000000,-1.270396716,-1.284185318
3230000000,-1.272585854,-1.285166505
3240000000,-1.274727869,-1.291603456
3250000000,-1.276864315,-1.290424118
3260000000,-1.279015016,-1.293866443
3270000000,-1.281165909,-1.294938379
3280000000,-1.28332422,-1.301807965
3290000000,-1.285504449,-1.307216245
3300000000,-1.287658269,-1.307717923
3310000000,-1.289779516,-1.30646793
3320000000,-1.291950259,-1.313991194
3330000000,-1.294084568,-1.308522645
3340000000,-1.296240576,-1.31076721
3350000000,-1.298431382,-1.318479819
3360000000,-1.30057445,-1.314455401
3370000000,-1.302720633,-1.313066585
3380000000,-1.304899845,-1.315338088
3390000000,-1.307065346,-1.31682292
3400000000,-1.30924627,-1.316904095
3410000000,-1.311438933,-1.321004624
3420000000,-1.313595576,-1.318587519
3430000000,-1.315694616,-1.324325793
3440000000,-1.317853664,-1.324192457
3450000000,-1.319975204,-1.326641051
3460000000,-1.322073348,-1.329861033
3470000000,-1.324156499,-1.330765589
3480000000,-1.326252563,-1.336047962
3490000000,-1.328324279,-1.336661394
3500000000,-1.330447004,-1.336929128
3510000000,-1.332566657,-1.340264407
3520000000,-1.334647655,-1.346190475
3530000000,-1.336700753,-1.347620572
3540000000,-1.338757756,-1.346517829
3550000000,-1.340824028,-1.352755195
3560000000,-1.342908699,-1.355225597
3570000000,-1.345007228,-1.357171964
3580000000,-1.347072414,-1.358507225
3590000000,-1.349156602,-1.36209431
3600000000,-1.351243794,-1.365176147
3610000000,-1.353292616,-1.366475665
3620000000,-1.35537431,-1.366514785
3630000000,-1.357428872,-1.366320435
3640000000,-1.359483384,-1.372588
3650000000,-1.361544221,-1.373362866
3660000000,-1.363631976,-1.372410416
3670000000,-1.365739445,-1.375656037
3680000000,-1.367820178,-1.376335111
3690000000,-1.369861686,-1.372273026
3700000000,-1.371925755,-1.37537529
3710000000,-1.373961868,-1.37698967
3720000000,-1.37601108,-1.379455889
3730000000,-1.378053295,-1.381303732
3740000000,-1.380073545,-1.379742987
3750000000,-1.382109578,-1.391683438
3760000000,-1.384130202,-1.388294873
3770000000,-1.386155081,-1.391637078
3780000000,-1.388137348,-1.387699844
3790000000,-1.39018463,-1.392494429
3800000000,-1.392193862,-1.402445536
3810000000,-1.394221568,-1.400918366
3820000000,-1.396231816,-1.399658119
3830000000,-1.398230697,-1.401459994
3840000000,-1.400228081,-1.406919194
3850000000,-1.402236963,-1.407730917
3860000000,-1.404278838,-1.406640363
3870000000,-1.406301866,-1.416861676
3880000000,-1.408335413,-1.416041381
3890000000,-1.410360489,-1.414432665
3900000000,-1.412409406,-1.4200287
3910000000,-1.414447329,-1.42323266
3920000000,-1.416473689,-1.429537717
3930000000,-1.418525443,-1.428357044
3940000000,-1.420558738,-1.430813813
3950000000,-1.422609201,-1.432251339
3960000000,-1.424656942,-1.432707447
3970000000,-1.426734286,-1.431505322
3980000000,-1.428806668,-1.440288462
3990000000,-1.430886313,-1.444520366
4000000000,-1.432960676,-1.437764531
4010000000,-1.43504702,-1.440934456
4020000000,-1.437111002,-1.437173638
4030000000,-1.439175473,-1.439345576
4040000000,-1.441249092,-1.440633648
4050000000,-1.443346947,-1.438330837
4060000000,-1.445408265,-1.445840043
4070000000,-1.447468854,-1.446144166
4080000000,-1.449488584,-1.444236105
4090000000,-1.45151084,-1.44780876
4100000000,-1.453552067,-1.44361503
4110000000,-1.455583578,-1.448837817
4120000000,-1.457611499,-1.457339536
4130000000,-1.45962358,-1.457367382
4140000000,-1.461651012,-1.463495347
4150000000,-1.463671513,-1.458527375
4160000000,-1.46572405,-1.472307413
4170000000,-1.467715629,-1.466139407
4180000000,-1.469719932,-1.472437303
4190000000,-1.471785764,-1.478355045
4200000000,-1.473851574,-1.481396641
4210000000,-1.475854666,-1.481990313
4220000000,-1.477882911,-1.492951211
4230000000,-1.479927766,-1.485125122
4240000000,-1.48195945,-1.484237839
4250000000,-1.484015689,-1.490145151
4260000000,-1.48610644,-1.491532848
4270000000,-1.488183337,-1.49443672
4280000000,-1.490277378,-1.498182558
4290000000,-1.49236037,-1.497524748
4300000000,-1.494446115,-1.491160935
4310000000,-1.496552322,-1.493186739
4320000000,-1.498607446,-1.49333778
4330000000,-1.500693353,-1.496079679
4340000000,-1.502766822,-1.500978056
4350000000,-1.504786437,-1.496438533
4360000000,-1.506838512,-1.493526728
4370000000,-1.508907454,-1.504058469
4380000000,-1.510967161,-1.503293146
4390000000,-1.512994938,-1.507033155
4400000000,-1.51502688,-1.511290988
4410000000,-1.517016761,-1.511049134
4420000000,-1.519021054,-1.501660085
4430000000,-1.520996879,-1.51646633
4440000000,-1.52298702,-1.515100362
4450000000,-1.524979223,-1.519814667
4460000000,-1.526940185,-1.51668094
4470000000,-1.528926246,-1.522729066
4480000000,-1.530892032,-1.524118675
4490000000,-1.532883701,-1.530909398
4500000000,-1.534905075,-1.537620867
4510000000,-1.536917342,-1.534412712
4520000000,-1.53893553,-1.530284565
4530000000,-1.540938314,-1.533776056
4540000000,-1.542945149,-1.537576995
4550000000,-1.544955165,-1.53922843
4560000000,-1.546977599,-1.543061937
4570000000,-1.549011265,-1.535559095
4580000000,-1.551050528,-1.539421483
4590000000,-1.55305229,-1.539590679
4600000000,-1.555054937,-1.537388262
4610000000,-1.557035823,-1.542825811
4620000000,-1.559038865,-1.538624864
4630000000,-1.561020195,-1.540525795
4640000000,-1.562976609,-1.544327618
4650000000,-1.564914752,-1.546789278
4660000000,-1.566896946,-1.553069715
4670000000,-1.568845109,-1.550507871
4680000000,-1.570763214,-1.549152688
4690000000,-1.572717597,-1.557093108
4700000000,-1.574635743,-1.558208073
4710000000,-1.576562261,-1.562346036
4720000000,-1.578461285,-1.565383861
4730000000,-1.580381576,-1.565658092
4740000000,-1.582270115,-1.569075274
4750000000,-1.584128436,-1.57268195
4760000000,-1.585974379,-1.576614664
4770000000,-1.5878123,-1.572879959
4780000000,-1.589700903,-1.58307438
4790000000,-1.591591023,-1.583055077
4800000000,-1.593462847,-1.585075568
4810000000,-1.595312782,-1.584423163
4820000000,-1.597188498,-1.580755223
4830000000,-1.599073751,-1.58341911
4840000000,-1.600951247,-1.588252186
4850000000,-1.602840532,-1.592271812
4860000000,-1.604776431,-1.590995351
4870000000,-1.606636896,-1.592920089
4880000000,-1.608538018,-1.597238478
4890000000,-1.610471787,-1.601685265
4900000000,-1.612383095,-1.601144511
4910000000,-1.614268747,-1.604330273
4920000000,-1.616128711,-1.608286613
4930000000,-1.618016977,-1.613517589
4940000000,-1.619898136,-1.615817261
4950000000,-1.621796126,-1.617289689
4960000000,-1.623696017,-1.628440573
4970000000,-1.625590065,-1.630833268
4980000000,-1.627468558,-1.633333357
4990000000,-1.629289006,-1.637886424
5000000000,-1.631191418,-1.64153805
5010000000,-1.633053527,-1.638353821
5020000000,-1.634926522,-1.647219318
5030000000,-1.636829263,-1.651280126
5040000000,-1.638750197,-1.654921482
5050000000,-1.640690018,-1.648642921
5060000000,-1.642579202,-1.649989285
5070000000,-1.644490592,-1.649455277
5080000000,-1.646419791,-1.652575602
5090000000,-1.648354316,-1.654844962
5100000000,-1.650331982,-1.657848063
5110000000,-1.652243519,-1.658079606
5120000000,-1.654138304,-1.654284306
5130000000,-1.656075287,-1.654358623
5140000000,-1.657977341,-1.658142911
5150000000,-1.659935962,-1.663098049
5160000000,-1.661840901,-1.665274918
5170000000,-1.663798396,-1.668144395
5180000000,-1.66575605,-1.67503736
5190000000,-1.667700521,-1.680514693
5200000000,-1.669628675,-1.679427271
5210000000,-1.671577615,-1.687806058
5220000000,-1.673484196,-1.692092568
5230000000,-1.675453254,-1.695908549
5240000000,-1.677455038,-1.699615746
5250000000,-1.679371384,-1.709925908
5260000000,-1.681299593,-1.70824078
5270000000,-1.683287596,-1.718522111
5280000000,-1.685252961,-1.721731645
5290000000,-1.687232488,-1.722781157
5300000000,-1.689291393,-1.725603156
5310000000,-1.691326676,-1.722960981
5320000000,-1.693392913,-1.723618017
5330000000,-1.695430933,-1.723387648
5340000000,-1.697466217,-1.720383259
5350000000,-1.699515927,-1.722818235
5360000000,-1.70157057,-1.72478596
5370000000,-1.703588565,-1.725219817
5380000000,-1.705642106,-1.720350555
5390000000,-1.707674641,-1.721260621
5400000000,-1.709681722,-1.71699083
5410000000,-1.711706731,-1.717441996
5420000000,-1.713777662,-1.717514934
5430000000,-1.715793753,-1.72023046
5440000000,-1.717794182,-1.723089389
5450000000,-1.719815604,-1.720092535
5460000000,-1.721821702,-1.725991745
5470000000,-1.723829627,-1.727239288
5480000000,-1.725827411,-1.733003482
5490000000,-1.727790083,-1.739182722
5500000000,-1.72974494,-1.740705401
5510000000,-1.731749533,-1.747809912
5520000000,-1.733797502,-1.746174649
5530000000,-1.735830682,-1.745878006
5540000000,-1.737855989,-1.752748311
5550000000,-1.739903402,-1.757690001
5560000000,-1.741938279,-1.761871454
5570000000,-1.744033259,-1.764320524
5580000000,-1.746126373,-1.760445067
5590000000,-1.748224603,-1.763702936
5600000000,-1.750348815,-1.760671988
5610000000,-1.752413204,-1.765120076
5620000000,-1.754523081,-1.760605056
5630000000,-1.756651009,-1.761914348
5640000000,-1.75876174,-1.759053401
5650000000,-1.760857083,-1.766867112
5660000000,-1.762939724,-1.763340373
5670000000,-1.765045238,-1.758038079
5680000000,-1.767161483,-1.761195126
5690000000,-1.769256291,-1.757086406
5700000000,-1.771333695,-1.760366815
5710000000,-1.773421728,-1.757361601
5720000000,-1.775479608,-1.763441643
5730000000,-1.777539894,-1.755562326
5740000000,-1.779578692,-1.761489163
5750000000,-1.781616607,-1.755637666
5760000000,-1.783640297,-1.757383349
5770000000,-1.785697399,-1.763531724
5780000000,-1.787731103,-1.768628302
5790000000,-1.789753362,-1.774938583
5800000000,-1.79178974,-1.769055359
5810000000,-1.793785421,-1.772925568
5820000000,-1.795857442,-1.776625387
5830000000,-1.797902613,-1.780540989
5840000000,-1.799947616,-1.78369855
5850000000,-1.801986849,-1.791884245
5860000000,-1.80403227,-1.787094248
5870000000,-1.806110185,-1.794364734
5880000000,-1.808163484,-1.79925256
5890000000,-1.810237505,-1.800379054
5900000000,-1.812334663,-1.798477352
5910000000,-1.814411826,-1.799670595
5920000000,-1.816474775,-1.804121923
5930000000,-1.818531169,-1.805164476
5940000000,-1.820590903,-1.809951397
5950000000,-1.822687659,-1.810785824
5960000000,-1.824745987,-1.808420858
5970000000,-1.826806791,-1.814108487
5980000000,-1.828863269,-1.806789474
5990000000,-1.830911575,-1.816344523
6000000000,-1.832952302,-1.811494336
6010000000,-1.835035101,-1.809899614
6020000000,-1.837085817,-1.817991061
6030000000,-1.839119807,-1.822899378
6040000000,-1.841123448,-1.824355267
6050000000,-1.843203765,-1.82178774
6060000000,-1.845266136,-1.826510641
6070000000,-1.847402202,-1.828146831
6080000000,-1.849461738,-1.832779167
6090000000,-1.851529742,-1.837170511
6100000000,-1.853587743,-1.82923372
6110000000,-1.855671686,-1.834401654
6120000000,-1.857748067,-1.842827174
6130000000,-1.859879097,-1.842003914
6140000000,-1.861998464,-1.848293095
6150000000,-1.864095564,-1.851390221
6160000000,-1.866188206,-1.855680846
6170000000,-1.868282207,-1.862010522
6180000000,-1.87033225,-1.865304802
6190000000,-1.872363443,-1.865099241
6200000000,-1.874454129,-1.86982939
6210000000,-1.87651016,-1.872360781
6220000000,-1.878559116,-1.876967735
6230000000,-1.88062316,-1.882592745
6240000000,-1.882689729,-1.871498151
6250000000,-1.884700664,-1.875246292
6260000000,-1.886751161,-1.89004951
6270000000,-1.888751274,-1.889290144
6280000000,-1.890793457,-1.891450536
6290000000,-1.892842008,-1.900883024
6300000000,-1.894890452,-1.898208187
6310000000,-1.896966312,-1.904518852
6320000000,-1.899059707,-1.901645726
6330000000,-1.901171644,-1.905999512
6340000000,-1.903336582,-1.904330917
6350000000,-1.905476505,-1.902400645
6360000000,-1.907610716,-1.905639401
6370000000,-1.909745641,-1.911947889
6380000000,-1.911937049,-1.911507504
6390000000,-1.914107283,-1.910700161
6400000000,-1.91631235,-1.91402598
6410000000,-1.918505984,-1.9137753
6420000000,-1.920702362,-1.917668458
6430000000,-1.922865746,-1.913185792
6440000000,-1.925029483,-1.922077641
6450000000,-1.9272049,-1.915894342
6460000000,-1.929350036,-1.922306199
6470000000,-1.93150603,-1.921677708
6480000000,-1.933610354,-1.921481148
6490000000,-1.935708382,-1.926637256
6500000000,-1.937785708,-1.933326766
6510000000,-1.939816638,-1.937830413
6520000000,-1.941868614,-1.938378934
6530000000,-1.943954374,-1.940613064
6540000000,-1.945990141,-1.946663537
6550000000,-1.948008863,-1.948002426
6560000000,-1.949995667,-1.952460291
6570000000,-1.9519858,-1.955951013
6580000000,-1.954018448,-1.95713848
6590000000,-1.956015531,-1.960106582
6600000000,-1.958035215,-1.953639206
6610000000,-1.960048251,-1.958490241
6620000000,-1.962108221,-1.963983576
6630000000,-1.964179229,-1.964363092
6640000000,-1.966237271,-1.963762505
6650000000,-1.968242643,-1.967515351
6660000000,-1.970266099,-1.969505155
6670000000,-1.97233458,-1.970285446
6680000000,-1.974371312,-1.97395975
6690000000,-1.9764251,-1.971611593
6700000000,-1.978468473,-1.977864504
6710000000,-1.980505117,-1.974902006
6720000000,-1.982523364,-1.975654937
6730000000,-1.98454748,-1.974796154
6740000000,-1.986512867,-1.978227033
6750000000,-1.988498403,-1.979328953
6760000000,-1.990482117,-1.982243293
6770000000,-1.992406314,-1.987781432
6780000000,-1.994315768,-1.985484747
6790000000,-1.996186466,-1.990314619
6800000000,-1.998088182,-1.98156376
6810000000,-1.999929233,-1.993087492
6820000000,-2.001779018,-1.990408069
6830000000,-2.003658529,-1.995207816
6840000000,-2.005448578,-1.998079057
6850000000,-2.007258949,-1.998034118
6860000000,-2.009058449,-2.006425323
6870000000,-2.010840178,-2.005844998
6880000000,-2.01261711,-2.01441529
6890000000,-2.014340963,-2.018479096
6900000000,-2.016108479,-2.017685704
6910000000,-2.017892252,-2.018813314
6920000000,-2.019631149,-2.022740125
6930000000,-2.021376947,-2.025704336
6940000000,-2.023082723,-2.034544147
6950000000,-2.024820643,-2.038047757
6960000000,-2.026555483,-2.040933365
6970000000,-2.028258448,-2.042572314
6980000000,-2.030022106,-2.045499338
6990000000,-2.031773295,-2.047642737
7000000000,-2.033550516,-2.052830811
7010000000,-2.035292864,-2.055311859
7020000000,-2.037108481,-2.056044181
7030000000,-2.038871936,-2.053646077
7040000000,-2.040647794,-2.062625846
7050000000,-2.042456758,-2.06040126
7060000000,-2.044252276,-2.074532337
7070000000,-2.046036789,-2.062423202
7080000000,-2.047836702,-2.066377834
7090000000,-2.04960912,-2.067390215
7100000000,-2.051426471,-2.072784321
7110000000,-2.053210381,-2.067484134
7120000000,-2.054974228,-2.078433633
7130000000,-2.056769027,-2.079896819
7140000000,-2.058552478,-2.08042106
7150000000,-2.060309606,-2.081710608
7160000000,-2.062062549,-2.084850559
7170000000,-2.063775086,-2.082996009
7180000000,-2.065481876,-2.084722052
7190000000,-2.067188716,-2.095473784
7200000000,-2.068906555,-2.0969563
7210000000,-2.070626826,-2.099834696
7220000000,-2.072334362,-2.106653414
7230000000,-2.074062838,-2.110862879
7240000000,-2.075850892,-2.110101987
7250000000,-2.077637349,-2.116289631
7260000000,-2.079369314,-2.116544705
7270000000,-2.081122013,-2.128126102
7280000000,-2.082930309,-2.130442716
7290000000,-2.084664328,-2.133243441
7300000000,-2.08644509,-2.136057199
7310000000,-2.088267723,-2.140203625
7320000000,-2.090113375,-2.1436631
7330000000,-2.091965494,-2.151206039
7340000000,-2.093840175,-2.148662855
7350000000,-2.0957834,-2.149493964
7360000000,-2.097767919,-2.150069781
7370000000,-2.099738429,-2.15644072
7380000000,-2.101750714,-2.153137196
7390000000,-2.103795864,-2.155799173
